frame,time,ROI,R,G,B
2,58.528212,right malar,187.3455497382199,142.42277486910996,142.1413612565445
2,58.528212,left lower cheek,152.02857142857144,122.221768707483,118.4108843537415
2,58.528212,right lower cheek,169.92899408284023,132.16370808678502,128.20907297830374
2,58.528212,chin,164.6257225433526,130.77745664739885,127.05635838150289
2,58.528212,left marionette fold,151.8793103448276,122.54827586206896,119.21379310344828
2,58.528212,right marionette fold,161.1196581196581,129.39316239316238,123.58119658119658
3,87.79231800000001,lower medial forehead,215.4809688581315,172.96193771626298,171.47923875432525
3,87.79231800000001,left lower lateral forehead,194.40430925221798,150.56907477820025,146.64005069708492
3,87.79231800000001,right lower lateral forehead,180.85871056241427,139.79423868312756,135.94787379972564
3,87.79231800000001,glabella,195.30165289256198,148.9214876033058,143.74242424242425
3,87.79231800000001,upper nasal dorsum,191.77247191011236,148.61797752808988,143.21067415730337
3,87.79231800000001,lower nasal dorsum,207.25766871165644,158.93865030674846,155.21472392638037
3,87.79231800000001,soft triangle,179.30718954248366,136.96732026143792,130.84313725490196
3,87.79231800000001,left ala,174.33333333333334,133.31182795698925,126.64516129032258
3,87.79231800000001,right ala,179.28378378378378,136.09459459459458,130.43243243243242
3,87.79231800000001,nasal tip,210.5252525252525,161.5151515151515,156.55555555555554
3,87.79231800000001,left lower nasal sidewall,181.73451327433628,139.07079646017698,131.8495575221239
3,87.79231800000001,right lower nasal sidewall,184.1011235955056,139.41573033707866,133.20224719101122
3,87.79231800000001,left mid nasal sidewall,184.05,143.3625,138.7375
3,87.79231800000001,right mid nasal sidewall,186.6290322580645,143.19354838709677,137.19354838709677
3,87.79231800000001,philtrum,185.8125,139.20625,136.55
3,87.79231800000001,left upper lip,184.406015037594,141.82706766917292,137.57894736842104
3,87.79231800000001,right upper lip,185.80672268907563,141.38655462184875,136.91596638655463
3,87.79231800000001,left nasolabial fold,187.01030927835052,146.63917525773195,140.8762886597938
3,87.79231800000001,right nasolabial fold,189.43312101910828,147.2420382165605,139.87898089171975
3,87.79231800000001,left temporal,98.98837209302326,75.74186046511628,71.86279069767441
3,87.79231800000001,right temporal,59.67078189300412,50.452674897119344,45.81069958847737
3,87.79231800000001,left malar,189.82537960954446,145.6648590021692,145.31995661605205
3,87.79231800000001,right malar,186.69240837696336,142.07068062827224,141.5458115183246
3,87.79231800000001,left lower cheek,155.52916073968706,122.87908961593172,118.95590327169275
3,87.79231800000001,right lower cheek,168.92528735632183,131.72605363984675,127.02298850574712
3,87.79231800000001,chin,165.3153961136024,131.339312406577,127.89237668161435
3,87.79231800000001,left marionette fold,152.15194346289752,122.68551236749117,119.59010600706713
3,87.79231800000001,right marionette fold,160.92070484581498,129.37885462555067,123.68722466960352
4,117.056424,lower medial forehead,215.65263157894736,173.3578947368421,171.8140350877193
4,117.056424,left lower lateral forehead,193.51136363636363,149.60227272727272,145.57323232323233
4,117.056424,right lower lateral forehead,185.25277777777777,143.0222222222222,139.1652777777778
4,117.056424,glabella,196.22625698324023,149.72625698324023,145.04329608938548
4,117.056424,upper nasal dorsum,192.2620320855615,149.22994652406416,143.45989304812835
4,117.056424,lower nasal dorsum,207.31901840490798,158.84662576687117,155.28220858895705
4,117.056424,soft triangle,177.39490445859872,135.40764331210192,129.2484076433121
4,117.056424,left ala,173.67415730337078,133.2134831460674,126.24719101123596
4,117.056424,right ala,178.66197183098592,135.35211267605635,128.85915492957747
4,117.056424,nasal tip,210.42424242424244,161.6161616161616,156.74747474747474
4,117.056424,left lower nasal sidewall,181.16964285714286,138.48214285714286,130.96428571428572
4,117.056424,right lower nasal sidewall,184.1123595505618,139.1573033707865,132.41573033707866
4,117.056424,left mid nasal sidewall,183.7560975609756,143.46341463414635,138.47560975609755
4,117.056424,right mid nasal sidewall,186.70967741935485,143.30645161290323,137.33870967741936
4,117.056424,philtrum,185.289156626506,137.0421686746988,135.9578313253012
4,117.056424,left upper lip,182.731884057971,140.1231884057971,136.80434782608697
4,117.056424,right upper lip,184.827868852459,139.35245901639345,135.86885245901638
4,117.056424,left nasolabial fold,186.8643216080402,145.96482412060303,140.4824120603015
4,117.056424,right nasolabial fold,189.61783439490446,147.11464968152868,139.64968152866243
4,117.056424,left temporal,93.32794457274827,71.77598152424942,67.64203233256352
4,117.056424,right temporal,60.333333333333336,50.97530864197531,46.82304526748971
4,117.056424,left malar,189.48260869565217,145.29239130434783,145.10108695652173
4,117.056424,right malar,187.0,142.48086734693877,141.81505102040816
4,117.056424,left lower cheek,152.56456043956044,122.23351648351648,118.53983516483517
4,117.056424,right lower cheek,168.7911877394636,131.63793103448276,127.10727969348659
4,117.056424,chin,165.0,131.08235294117648,127.59705882352941
4,117.056424,left marionette fold,152.52702702702703,122.90202702702703,119.64189189189189
4,117.056424,right marionette fold,160.72222222222223,129.14529914529913,123.46153846153847
5,146.32053000000002,lower medial forehead,215.59342560553634,172.91868512110727,171.57785467128028
5,146.32053000000002,left lower lateral forehead,194.4478527607362,150.4883435582822,146.78650306748466
5,146.32053000000002,right lower lateral forehead,181.71971830985916,140.3056338028169,136.47042253521127
5,146.32053000000002,glabella,195.92947813822286,149.07475317348377,144.52327221438645
5,146.32053000000002,upper nasal dorsum,191.61185983827494,148.44743935309972,142.4932614555256
5,146.32053000000002,lower nasal dorsum,206.09615384615384,158.42307692307693,155.37820512820514
5,146.32053000000002,soft triangle,181.13725490196077,138.22222222222223,132.5032679738562
5,146.32053000000002,left ala,174.98901098901098,133.54945054945054,127.08791208791209
5,146.32053000000002,right ala,179.04109589041096,135.41095890410958,129.46575342465752
5,146.32053000000002,nasal tip,210.73076923076923,161.41346153846155,156.2403846153846
5,146.32053000000002,left lower nasal sidewall,181.7982456140351,139.6315789473684,132.50877192982455
5,146.32053000000002,right lower nasal sidewall,183.4404761904762,139.22619047619048,132.77380952380952
5,146.32053000000002,left mid nasal sidewall,183.78048780487805,143.71951219512195,138.35365853658536
5,146.32053000000002,right mid nasal sidewall,187.03076923076924,143.07692307692307,137.4923076923077
5,146.32053000000002,philtrum,183.87134502923976,137.74269005847952,134.87134502923976
5,146.32053000000002,left upper lip,184.52702702702703,141.72297297297297,137.64864864864865
5,146.32053000000002,right upper lip,185.890756302521,140.2436974789916,136.3361344537815
5,146.32053000000002,left nasolabial fold,186.33695652173913,146.31521739130434,140.375
5,146.32053000000002,right nasolabial fold,188.21428571428572,146.38690476190476,139.10119047619048
5,146.32053000000002,left temporal,100.43160377358491,76.23349056603773,72.76650943396227
5,146.32053000000002,right temporal,59.5,50.50442477876106,45.942477876106196
5,146.32053000000002,left malar,189.82751091703057,145.40938864628822,145.34934497816593
5,146.32053000000002,right malar,186.84129032258065,142.33290322580646,141.87483870967742
5,146.32053000000002,left lower cheek,155.74,122.80428571428571,119.0
5,146.32053000000002,right lower cheek,167.80380952380952,131.02285714285713,126.53333333333333
5,146.32053000000002,chin,165.4020771513353,131.31305637982197,127.4540059347181
5,146.32053000000002,left marionette fold,152.78545454545454,122.78909090909092,119.4290909090909
5,146.32053000000002,right marionette fold,161.1153846153846,128.92307692307693,123.05982905982906
6,175.58463600000002,lower medial forehead,215.6854130052724,173.1493848857645,171.76449912126537
6,175.58463600000002,left lower lateral forehead,193.66868932038835,149.49635922330097,145.73422330097088
6,175.58463600000002,right lower lateral forehead,183.4008559201141,141.76034236804566,137.65763195435093
6,175.58463600000002,glabella,196.38194444444446,149.65694444444443,144.90694444444443
6,175.58463600000002,upper nasal dorsum,192.25994694960212,149.22811671087533,143.3236074270557
6,175.58463600000002,lower nasal dorsum,206.0909090909091,158.28484848484848,154.83636363636364
6,175.58463600000002,soft triangle,177.58823529411765,135.28758169934642,129.41830065359477
6,175.58463600000002,left ala,173.65591397849462,132.61290322580646,126.41935483870968
6,175.58463600000002,right ala,178.21917808219177,135.43835616438355,129.42465753424656
6,175.58463600000002,nasal tip,210.5,161.55769230769232,155.96153846153845
6,175.58463600000002,left lower nasal sidewall,181.47787610619469,138.87610619469027,131.41592920353983
6,175.58463600000002,right lower nasal sidewall,183.79761904761904,138.96428571428572,132.85714285714286
6,175.58463600000002,left mid nasal sidewall,183.2625,143.5,138.675
6,175.58463600000002,right mid nasal sidewall,186.6769230769231,143.13846153846154,137.2923076923077
6,175.58463600000002,philtrum,186.4723926380368,139.03067484662577,136.82208588957056
6,175.58463600000002,left upper lip,183.03623188405797,140.07246376811594,136.3985507246377
6,175.58463600000002,right upper lip,185.96491228070175,141.09649122807016,136.74561403508773
6,175.58463600000002,left nasolabial fold,186.90954773869348,146.356783919598,140.29145728643215
6,175.58463600000002,right nasolabial fold,188.41666666666666,146.26785714285714,139.13690476190476
6,175.58463600000002,left temporal,93.77367205542726,71.80369515011547,67.95381062355658
6,175.58463600000002,right temporal,60.432203389830505,50.86864406779661,47.097457627118644
6,175.58463600000002,left malar,189.35441657579062,145.2846237731734,145.00109051254088
6,175.58463600000002,right malar,186.76387096774192,142.32258064516128,141.95870967741936
6,175.58463600000002,left lower cheek,152.52973720608574,122.20746887966806,118.65698478561549
6,175.58463600000002,right lower cheek,169.08823529411765,131.74313725490197,127.53725490196078
6,175.58463600000002,chin,165.16470588235293,131.0529411764706,127.61176470588235
6,175.58463600000002,left marionette fold,152.3277027027027,122.83108108108108,119.28378378378379
6,175.58463600000002,right marionette fold,160.65384615384616,129.1239316239316,123.47863247863248
7,204.84874200000002,lower medial forehead,215.69982238010658,173.16341030195383,171.5790408525755
7,204.84874200000002,left lower lateral forehead,194.2375,150.3425,146.71125
7,204.84874200000002,right lower lateral forehead,181.70704225352114,140.21408450704226,136.32957746478874
7,204.84874200000002,glabella,196.2902777777778,149.54444444444445,144.8361111111111
7,204.84874200000002,upper nasal dorsum,191.9398907103825,148.83879781420765,143.21584699453553
7,204.84874200000002,lower nasal dorsum,206.3846153846154,158.56410256410257,154.91666666666666
7,204.84874200000002,soft triangle,182.01307189542484,139.33333333333334,133.58169934640523
7,204.84874200000002,left ala,173.96666666666667,133.33333333333334,126.46666666666667
7,204.84874200000002,right ala,179.14705882352942,135.91176470588235,130.66176470588235
7,204.84874200000002,nasal tip,211.02970297029702,161.7128712871287,156.1089108910891
7,204.84874200000002,left lower nasal sidewall,182.00877192982455,139.33333333333334,132.41228070175438
7,204.84874200000002,right lower nasal sidewall,183.39285714285714,139.07142857142858,132.86904761904762
7,204.84874200000002,left mid nasal sidewall,184.0121951219512,143.4878048780488,138.1219512195122
7,204.84874200000002,right mid nasal sidewall,187.17741935483872,143.38709677419354,138.16129032258064
7,204.84874200000002,philtrum,183.7485380116959,137.45029239766083,135.10526315789474
7,204.84874200000002,left upper lip,184.43243243243242,141.52702702702703,137.4527027027027
7,204.84874200000002,right upper lip,185.8503937007874,140.5748031496063,136.9448818897638
7,204.84874200000002,left nasolabial fold,185.9633507853403,145.02094240837695,139.29842931937173
7,204.84874200000002,right nasolabial fold,189.37579617834396,147.14012738853503,139.43949044585986
7,204.84874200000002,left temporal,99.95981087470449,76.52718676122932,72.52955082742317
7,204.84874200000002,right temporal,59.559322033898304,50.50847457627118,46.70338983050848
7,204.84874200000002,left malar,189.5551912568306,145.6655737704918,145.36502732240436
7,204.84874200000002,right malar,186.78064516129032,142.44645161290322,141.89161290322582
7,204.84874200000002,left lower cheek,156.19827586206895,123.12212643678161,119.21120689655173
7,204.84874200000002,right lower cheek,167.59847036328873,131.20267686424475,126.62332695984703
7,204.84874200000002,chin,165.4156626506024,131.56927710843374,127.83885542168674
7,204.84874200000002,left marionette fold,153.12110726643598,123.06574394463668,119.840830449827
7,204.84874200000002,right marionette fold,160.7863247863248,129.3760683760684,122.92735042735043
8,234.112848,lower medial forehead,215.62923351158645,173.07486631016042,171.88413547237076
8,234.112848,left lower lateral forehead,194.28957055214724,150.2245398773006,146.65889570552147
8,234.112848,right lower lateral forehead,183.24857954545453,141.67329545454547,137.96875
8,234.112848,glabella,196.41782729805013,149.61559888579387,145.0459610027855
8,234.112848,upper nasal dorsum,191.09866666666667,148.152,142.728
8,234.112848,lower nasal dorsum,206.30769230769232,158.62820512820514,154.65384615384616
8,234.112848,soft triangle,181.73154362416108,139.03355704697987,132.54362416107384
8,234.112848,left ala,173.95652173913044,133.70652173913044,126.21739130434783
8,234.112848,right ala,178.95890410958904,135.34246575342465,129.4931506849315
8,234.112848,nasal tip,210.4903846153846,161.65384615384616,156.46153846153845
8,234.112848,left lower nasal sidewall,181.9561403508772,139.40350877192984,131.98245614035088
8,234.112848,right lower nasal sidewall,184.13095238095238,138.96428571428572,132.13095238095238
8,234.112848,left mid nasal sidewall,183.96341463414635,143.5731707317073,137.82926829268294
8,234.112848,right mid nasal sidewall,187.0,143.1076923076923,137.09230769230768
8,234.112848,philtrum,186.311377245509,139.11377245508982,136.9880239520958
8,234.112848,left upper lip,182.94927536231884,139.95652173913044,136.68115942028984
8,234.112848,right upper lip,185.22321428571428,139.86607142857142,135.61607142857142
8,234.112848,left nasolabial fold,186.81909547738692,146.4572864321608,140.4321608040201
8,234.112848,right nasolabial fold,188.44642857142858,146.58333333333334,138.67857142857142
8,234.112848,left temporal,95.18691588785046,72.96728971962617,69.32009345794393
8,234.112848,right temporal,60.77391304347826,51.334782608695654,47.004347826086956
8,234.112848,left malar,189.69330453563714,145.3207343412527,145.0464362850972
8,234.112848,right malar,186.9432258064516,142.4090322580645,141.83612903225807
8,234.112848,left lower cheek,152.6496551724138,122.32275862068965,118.33379310344827
8,234.112848,right lower cheek,169.4764705882353,131.6843137254902,127.32549019607843
8,234.112848,chin,165.4774096385542,131.54969879518072,127.78614457831326
8,234.112848,left marionette fold,152.89084507042253,123.30985915492958,119.4894366197183
8,234.112848,right marionette fold,161.4298245614035,129.96491228070175,124.07894736842105
9,263.376954,lower medial forehead,215.28546712802768,172.47231833910035,171.33044982698962
9,263.376954,left lower lateral forehead,194.04562737642587,149.90747782002535,146.4081115335868
9,263.376954,right lower lateral forehead,181.05662983425415,139.7527624309392,135.84944751381215
9,263.376954,glabella,195.82808022922637,148.945558739255,144.62750716332377
9,263.376954,upper nasal dorsum,191.89071038251367,148.77868852459017,142.9863387978142
9,263.376954,lower nasal dorsum,207.05161290322582,159.15483870967742,155.55483870967743
9,263.376954,soft triangle,183.35443037974684,140.72151898734177,135.0379746835443
9,263.376954,left ala,174.9318181818182,133.4090909090909,126.35227272727273
9,263.376954,right ala,177.8840579710145,134.97101449275362,129.07246376811594
9,263.376954,nasal tip,211.1875,161.40625,156.48958333333334
9,263.376954,left lower nasal sidewall,180.88181818181818,138.70909090909092,131.87272727272727
9,263.376954,right lower nasal sidewall,184.5,139.0568181818182,132.4090909090909
9,263.376954,left mid nasal sidewall,183.9268292682927,143.82926829268294,138.08536585365854
9,263.376954,right mid nasal sidewall,187.27118644067798,143.1864406779661,136.84745762711864
9,263.376954,philtrum,184.09941520467837,137.42690058479533,134.48538011695908
9,263.376954,left upper lip,184.39864864864865,141.8918918918919,137.52027027027026
9,263.376954,right upper lip,185.92436974789916,140.8403361344538,136.25210084033614
9,263.376954,left nasolabial fold,185.9371727748691,145.1151832460733,138.92146596858638
9,263.376954,right nasolabial fold,189.5859872611465,147.44585987261146,139.25477707006368
9,263.376954,left temporal,100.30732860520095,76.14893617021276,72.34278959810875
9,263.376954,right temporal,59.617283950617285,50.732510288065846,46.39506172839506
9,263.376954,left malar,190.31084070796462,145.91150442477877,145.64712389380531
9,263.376954,right malar,186.77719528178244,142.1834862385321,141.5111402359109
9,263.376954,left lower cheek,155.55634807417974,122.90442225392297,119.11412268188302
9,263.376954,right lower cheek,169.044061302682,131.68007662835248,127.49808429118774
9,263.376954,chin,165.6551724137931,131.5352323838081,127.66416791604198
9,263.376954,left marionette fold,152.7508650519031,123.44290657439447,119.79584775086505
9,263.376954,right marionette fold,161.0308370044053,129.0660792951542,123.40088105726872
10,292.64106000000004,lower medial forehead,215.29289428076257,172.59792027729637,170.95667244367417
10,292.64106000000004,left lower lateral forehead,194.03041825095056,149.9936628643853,146.382762991128
10,292.64106000000004,right lower lateral forehead,183.69914040114614,141.84527220630372,137.90830945558739
10,292.64106000000004,glabella,195.207756232687,148.5332409972299,143.75484764542935
10,292.64106000000004,upper nasal dorsum,192.12078651685394,148.51123595505618,143.24157303370785
10,292.64106000000004,lower nasal dorsum,206.88957055214723,158.74233128834356,155.11656441717793
10,292.64106000000004,soft triangle,179.96621621621622,137.28378378378378,131.3716216216216
10,292.64106000000004,left ala,172.75280898876406,131.6629213483146,124.74157303370787
10,292.64106000000004,right ala,179.06756756756758,135.90540540540542,128.82432432432432
10,292.64106000000004,nasal tip,210.31313131313132,161.88888888888889,156.14141414141415
10,292.64106000000004,left lower nasal sidewall,181.9009009009009,139.45945945945945,131.47747747747746
10,292.64106000000004,right lower nasal sidewall,183.83529411764707,138.98823529411766,132.43529411764706
10,292.64106000000004,left mid nasal sidewall,183.8095238095238,143.5595238095238,138.07142857142858
10,292.64106000000004,right mid nasal sidewall,186.83870967741936,142.70967741935485,137.17741935483872
10,292.64106000000004,philtrum,184.88235294117646,137.2,136.1764705882353
10,292.64106000000004,left upper lip,183.28985507246378,140.93478260869566,136.92753623188406
10,292.64106000000004,right upper lip,185.3846153846154,140.76068376068375,136.35897435897436
10,292.64106000000004,left nasolabial fold,186.94472361809045,146.43718592964825,140.73869346733667
10,292.64106000000004,right nasolabial fold,188.5952380952381,146.63690476190476,138.60714285714286
10,292.64106000000004,left temporal,93.37923250564334,71.87584650112866,68.0451467268623
10,292.64106000000004,right temporal,60.09016393442623,50.549180327868854,46.40573770491803
10,292.64106000000004,left malar,189.43304535637148,145.3498920086393,144.9708423326134
10,292.64106000000004,right malar,186.84010484927916,142.34993446920052,141.87549148099606
10,292.64106000000004,left lower cheek,152.38344827586207,122.26620689655172,118.56413793103448
10,292.64106000000004,right lower cheek,168.19809523809525,131.36380952380952,127.19047619047619
10,292.64106000000004,chin,165.460843373494,131.6475903614458,127.84789156626506
10,292.64106000000004,left marionette fold,152.39788732394365,123.20422535211267,119.63380281690141
10,292.64106000000004,right marionette fold,161.6846846846847,130.19819819819818,124.03153153153153
11,321.905166,lower medial forehead,215.15452930728242,172.09591474245116,170.91296625222026
11,321.905166,left lower lateral forehead,194.25031928480203,150.34227330779055,146.4993614303959
11,321.905166,right lower lateral forehead,181.5021216407355,139.8939179632249,136.007072135785
11,321.905166,glabella,195.6191135734072,148.79639889196676,144.01385041551248
11,321.905166,upper nasal dorsum,192.3399433427762,149.0169971671388,143.21246458923514
11,321.905166,lower nasal dorsum,206.75641025641025,158.78846153846155,154.92307692307693
11,321.905166,soft triangle,183.0738255033557,140.18791946308724,134.73154362416108
11,321.905166,left ala,174.58620689655172,133.5977011494253,127.0
11,321.905166,right ala,178.7972972972973,136.0,129.7027027027027
11,321.905166,nasal tip,211.03846153846155,161.47115384615384,155.96153846153845
11,321.905166,left lower nasal sidewall,181.4561403508772,139.51754385964912,132.26315789473685
11,321.905166,right lower nasal sidewall,184.36470588235295,138.61176470588236,132.36470588235295
11,321.905166,left mid nasal sidewall,183.46052631578948,143.1315789473684,138.25
11,321.905166,right mid nasal sidewall,186.3709677419355,143.29032258064515,137.0483870967742
11,321.905166,philtrum,183.70285714285714,137.65714285714284,134.78857142857143
11,321.905166,left upper lip,182.89655172413794,141.49655172413793,136.98620689655172
11,321.905166,right upper lip,185.34188034188034,141.4017094017094,136.84615384615384
11,321.905166,left nasolabial fold,186.7295918367347,146.03061224489795,139.8673469387755
11,321.905166,right nasolabial fold,188.85714285714286,146.6845238095238,139.33928571428572
11,321.905166,left temporal,98.6056338028169,75.45070422535211,71.74882629107981
11,321.905166,right temporal,59.795744680851065,50.66382978723404,47.161702127659574
11,321.905166,left malar,189.43844492440604,145.3866090712743,144.94060475161987
11,321.905166,right malar,187.05766710353868,142.53604193971165,141.76015727391874
11,321.905166,left lower cheek,153.08356545961,122.49025069637884,118.64066852367688
11,321.905166,right lower cheek,168.10546139359698,131.10734463276836,126.70998116760829
11,321.905166,chin,165.39020771513353,131.3278931750742,127.78041543026706
11,321.905166,left marionette fold,152.44897959183675,123.0,119.20748299319727
11,321.905166,right marionette fold,161.03603603603602,129.30180180180182,123.52252252252252
12,351.16927200000003,lower medial forehead,215.45485519591142,172.57751277683136,171.160136286201
12,351.16927200000003,left lower lateral forehead,194.00506970849176,149.8897338403042,146.32699619771864
12,351.16927200000003,right lower lateral forehead,181.86731843575419,140.231843575419,136.37150837988827
12,351.16927200000003,glabella,195.62709497206703,148.99162011173183,144.1522346368715
12,351.16927200000003,upper nasal dorsum,192.6510989010989,149.03846153846155,143.52747252747253
12,351.16927200000003,lower nasal dorsum,206.841059602649,159.10596026490066,155.19205298013244
12,351.16927200000003,soft triangle,180.51633986928104,138.47712418300654,132.22875816993465
12,351.16927200000003,left ala,173.6875,132.8375,125.85
12,351.16927200000003,right ala,178.768115942029,136.2463768115942,130.59420289855072
12,351.16927200000003,nasal tip,211.03157894736842,162.01052631578946,156.57894736842104
12,351.16927200000003,left lower nasal sidewall,181.53982300884957,139.05309734513276,131.4513274336283
12,351.16927200000003,right lower nasal sidewall,183.32051282051282,138.75641025641025,131.62820512820514
12,351.16927200000003,left mid nasal sidewall,183.34615384615384,143.26923076923077,137.97435897435898
12,351.16927200000003,right mid nasal sidewall,187.15942028985506,143.71014492753622,137.79710144927537
12,351.16927200000003,philtrum,184.97206703910615,136.31284916201116,135.9050279329609
12,351.16927200000003,left upper lip,183.40277777777777,139.94444444444446,136.01388888888889
12,351.16927200000003,right upper lip,184.81739130434784,139.4695652173913,136.35652173913044
12,351.16927200000003,left nasolabial fold,186.7539267015707,146.43979057591622,140.40314136125656
12,351.16927200000003,right nasolabial fold,188.80357142857142,146.6845238095238,139.61904761904762
12,351.16927200000003,left temporal,95.91375291375292,73.41958041958041,69.39393939393939
12,351.16927200000003,right temporal,59.731914893617024,50.69787234042553,46.37021276595745
12,351.16927200000003,left malar,189.1980413492927,145.06746463547333,144.84330794341676
12,351.16927200000003,right malar,186.9789750328515,142.50328515111696,141.88699080157687
12,351.16927200000003,left lower cheek,152.0231923601637,122.23055934515689,118.5893587994543
12,351.16927200000003,right lower cheek,168.50095238095238,131.55809523809523,127.45904761904762
12,351.16927200000003,chin,165.47626112759644,131.20771513353117,127.50296735905044
12,351.16927200000003,left marionette fold,152.55871886120997,122.93594306049822,119.5017793594306
12,351.16927200000003,right marionette fold,161.13513513513513,129.45045045045046,123.79729729729729
13,380.433378,lower medial forehead,215.0711743772242,172.27402135231316,171.01601423487546
13,380.433378,left lower lateral forehead,194.30847029077117,149.98230088495575,146.38305941845766
13,380.433378,right lower lateral forehead,181.85434173669466,140.1736694677871,136.2549019607843
13,380.433378,glabella,195.79548660084626,149.28490832157968,144.3385049365303
13,380.433378,upper nasal dorsum,192.13091922005572,149.3426183844011,143.1949860724234
13,380.433378,lower nasal dorsum,207.1523178807947,159.57615894039736,155.9337748344371
13,380.433378,soft triangle,182.88235294117646,139.90849673202615,134.2156862745098
13,380.433378,left ala,174.52808988764045,133.6067415730337,126.38202247191012
13,380.433378,right ala,178.6081081081081,135.94594594594594,129.7027027027027
13,380.433378,nasal tip,210.77319587628867,162.30927835051546,156.08247422680412
13,380.433378,left lower nasal sidewall,181.58490566037736,139.47169811320754,131.69811320754718
13,380.433378,right lower nasal sidewall,183.5,138.64102564102564,131.84615384615384
13,380.433378,left mid nasal sidewall,183.5897435897436,143.5897435897436,138.02564102564102
13,380.433378,right mid nasal sidewall,187.05797101449275,143.7391304347826,137.18840579710144
13,380.433378,philtrum,185.31843575418995,136.81564245810057,135.68715083798884
13,380.433378,left upper lip,183.91304347826087,142.1014492753623,137.55072463768116
13,380.433378,right upper lip,184.45833333333334,139.51666666666668,135.95
13,380.433378,left nasolabial fold,187.20603015075378,146.73366834170855,140.7537688442211
13,380.433378,right nasolabial fold,189.16564417177915,147.06134969325154,139.61349693251535
13,380.433378,left temporal,98.02112676056338,74.33568075117371,70.29107981220658
13,380.433378,right temporal,58.942477876106196,50.16814159292036,46.19469026548673
